Model No|Description|Size|Colour|BRAND|EAN|F_RETAIL|WSALE|URL|STATUS|STOCKQTY|ONORDERTY|DUEIN|SUPPLIER|LOCATION
8301161618131|LEKI AERGON THERMO GRIP 16MM (PAIR)|||LEKI|4028173207817|85.95|42.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
8302181800930|LEKI AERGON 2K CORTEC GRIP 18MM (PAIR)|||LEKI|4028173207824|81.95|40.95|||None|NO|  /  /  |VELO_VITA|SYDNEY
8303181808230|LEKI AERGON 2K SOFT COMPACT GRIP 18MM (PAIR)|||LEKI|4028173207879|73.95|36.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
8304161610931|LEKI AERGON 2K CORTEC GRIP 16MM (PAIR)|||LEKI|4028173207831|81.95|40.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
8305161618231|LEKI AERGON 2K SOFT COMPACT GRIP 16MM (PAIR)|||LEKI|4028173207886|73.95|36.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
8350181808229|LEKI AERGOMED 2K SOFT GRIP (EACH)|||LEKI|4028173233595|51.95|25.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
83722 7|ABUS 2019 MOBILE SECURITY CATALOUG|||ABUS||9.99|4.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
8380181800330|LEKI ROUND TOP COMFORT GRIP 18MM (PAIR)|||LEKI|4028173028184|67.95|33.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
856500103|LEKI TREKKING BASKET (PAIR)|||LEKI|4028173118953|19.99|9.99|||Good|YES|25/11/19|VELO_VITA|SYDNEY
857500103|LEKI TOURING BASKET (PAIR)|||LEKI|4028173118922|19.99|9.99|||None|YES|25/11/19|VELO_VITA|SYDNEY
865010080|FINISH LINE METERED PUMP FOR 1 GALLON SEALANT JUG|||FINISHLINE|036121711228|44.99|22.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
871600114|LEKI TRAIL TIP RED (PAIR)|||LEKI|4028173757541|29.99|14.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
871700112|LEKI TRAIL TIP YELLOW (PAIR)|||LEKI||29.99|14.99|||None|YES|15/04/20|VELO_VITA|SYDNEY
8762161600200|LEKI NORDIC CORTEC SHARK GRIP 16MM (PAIR)|||LEKI|4028173141562|85.95|42.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
876600103|LEKI DSS TIP (PAIR)|||LEKI|4028173754861|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
8780181800911|LEKI SP ANGLE SAF CORTEC 18MM WSTRAP|||LEKI|4028173141593|59.99|29.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
878510103|LEKI FLEX TIP LONG (PAIR)|||LEKI|4028173127832|29.99|14.95|||None|YES|15/04/20|VELO_VITA|SYDNEY
878610103|LEKI FLEX TIP SHORT (PAIR)|||LEKI|4028173101641|29.99|14.95|||None|NO|  /  /  |VELO_VITA|SYDNEY
880000106|LEKI SP EXPANDER CLASSIC RED 16MM|||LEKI|4028173420384|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880100106|LEKI SP EXPANDER CLASSIC RED 18MM|||LEKI|4028173420391|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880400106|LEKI SP EXPANDER CLASSIC RED 14MM|||LEKI|4028173420377|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880714108|LEKI SP SPLIT DOWEL SHAFT GREEN 14MM|||LEKI|4028173425723|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880716105|LEKI SP SPLIT DOWEL SHAFT BLUE 16MM|||LEKI|4028173425730|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880718103|LEKI SP SPLIT DOWEL SHAFT BLK 18MM|||LEKI|4028173425747|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880910103|LEKI SP SLEEVE BLACK 14/12MM|||LEKI|4028173973651|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880920103|LEKI SP SLEEVE BLACK 16/14MM|||LEKI|4028173973675|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
880930103|LEKI SP SLEEVE BLACK 18/16MM|||LEKI|4028173973682|9.95|4.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
882110104|LEKI RUBBER TIP TREKKING (PAIR)|||LEKI|4028173206674|23.99|11.99|||Good|YES|25/11/19|VELO_VITA|SYDNEY
882320103|LEKI SILENT SPIKE PAD (PAIR)|||LEKI|4028173174058|59.99|29.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
882420103|LEKI POWER GRIP PAD (PAIR)|||LEKI|4028173174065|29.99|14.95|||None|YES|15/04/20|VELO_VITA|SYDNEY
882500103|LEKI SP TREKKING SILENT SPIKE PAD|||LEKI|4028173026982|59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
882610103|LEKI SP SMART TIP PAD WITH TOOL PAIR|||LEKI|4028173027019|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
882620103|LEKI SP SERV KIT 2 SMART TIP PAD ANDTOOL|||LEKI|4028173051267|59.99|28.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
883600156|LEKI AERGON PHOTO ADAPTOR|||LEKI|4028173011346|69.99|34.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
886210125|LEKI SP TRIGGER 1 V2 STRP S-L SILV|||LEKI|4028173223787|59.95|29.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
886330125|LEKI SP TRIGGER 3 SHARK STRP S-L SILV|||LEKI|4028173094967|73.95|36.95|||None|NO|  /  /  |VELO_VITA|SYDNEY
886331125|LEKI SP TRIGGER 3 SHARK STRP M-XL SILV|||LEKI|4028173094981|73.95|36.95|||None|NO|  /  /  |VELO_VITA|SYDNEY
908000190|FINISH LINE BICYCLE MAINTENANCE GUIDE (50)|||FINISHLINE|0784927191156|1.09|0.55|||Good|NO|  /  /  |VELO_VITA|SYDNEY
924200090|FL POS BANNER|||FINISHLINE|0784927191170|29.99|14.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
941100090|FL POS SMALL FRAME DECAL|||FINISHLINE|0784927191286|5.99|2.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
9533-7|ABUS IONUS 6800 CHAIN WITH KEY BLACK 85CM|||ABUS|4003318095337|59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
9562-7|ABUS IONUS 8800 CHAIN WITH KEY BLACK 95CM|||ABUS|4003318095627|74.99|37.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
A03080101|FINISH LINE ASSEMBLY LUBE 3 X 6CC SACHET|||FINISHLINE|036121210011|13.99|6.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
A176401F10L|GIORDANA WOMENS SHAPE KNICKER BLACK|||GIORDANA||119.90|59.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
B00320101|FINISH LINE SUPER BIKE WASH 1lt SPRAY|||FINISHLINE|036121620001|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
BC0120101|FINISH LINE (DG) DISC BRAKE CLEANER 10 OZ AEROSOL|||FINISHLINE|036121711297|19.99|9.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
BD0040101|FINISH LINE BRAKE FLUID DOT 4oz|||FINISHLINE|036121001213|22.49|10.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
BM0040101|FINISH LINE BRAKE FLUID MINERAL 4oz|||FINISHLINE|036121001312|22.49|10.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
BSC320101|FINISH LINE SUPER BIKE WASH 1lt SPRAY & CONCENTRATE 475 ML COMBO PACK|||FINISHLINE|0784927191330|44.99|22.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
C00020101|FINISH LINE WET LUBE (X COUNTRY) 2oz|||FINISHLINE|036121163003|12.99|5.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
C00040101|FINISH LINE WET LUBE (X COUNTRY) 4oz|||FINISHLINE|036121160002|19.99|9.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
C00990101|FINISH LINE WET LUBE (X COUNTRY) ELT-GUIDE-BAG|||FINISHLINE|0784927193211|2.19|1.09|||Good|NO|  /  /  |VELO_VITA|SYDNEY
C10200101|FINISH LINE (DG) CITRUS DEGREASER 20oz POUR|||FINISHLINE|036121183001|34.99|17.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
C29000101|FINISH LINE SHOP QUALITY CHAIN CLEANER KIT|||FINISHLINE|036121151000|89.99|44.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CD0120101|FINISH LINE (DG) CITRUS DEGREASER 12oz AEROSOL|||FINISHLINE|036121710399|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CG0010301|FINISH LINE CERAMIC GREASE 1lb TUB|||FINISHLINE|036121610095|79.99|39.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
CG0020101|FINISH LINE CERAMIC GREASE 2oz TUBE|||FINISHLINE|036121600072|22.49|10.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CLIFBWB||||CLIF||3.99|1.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CLIFP27|CLIF CARDBOARD COUNTER DISPLAY 3 BOX|||CLIF|CLIFP27|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CLIFP37|CLIF POS CARDBOARD FLOOR DISPLAY STAND|||CLIF|CLIFP37|119.99|59.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CP0010101|FINISH LINE (DG) CITRUS DEGREASER 1gal PRO|||FINISHLINE|036121185005|159.99|79.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
CP0050101|FINISH LINE (DG) CITRUS DEGREASER 5 gal PRO|||FINISHLINE|036121185012|649.99|329.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CS0120102|WHITE LIGHTNING (DG) CLEAN STREAK DEGREASER 14OZ (C50120102)|||WHITELIGHT|610990330409|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CS0230102|WHITE LIGHTNING (DG) CLEAN STREAK DEGREASER 23OZ|||WHITELIGHT|610990330416|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CW0020101|FINISH LINE (DG) CERAMIC WAX LUBE 2oz|||FINISHLINE|036121006027|14.99|7.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CW0040101|FINISH LINE (DG) CERAMIC WAX LUBE 4oz|||FINISHLINE|036121006058|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CWE020101|FINISH LINE CERAMIC WET LUBE 2oz|||FINISHLINE|036121006041|14.99|7.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
CWE040101|FINISH LINE CERAMIC WET LUBE 4oz|||FINISHLINE|036121006034|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
D00030101|FL POS TRAY INSERT FOR WALL DISPLAY STAND DSC (3)|||FINISHLINE||29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
D00060101|FL POS TRAY INSERT FOR FLOOR DISPLAY STAND DSC (6)|||FINISHLINE||59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
D00080101|FINISH LINE (DG) DRY LUBE (TEFLON +) 8oz AEROSOL|||FINISHLINE|036121710405|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
D08000101|FL POS IMPULSE TRAY 12-20 OZ|||FINISHLINE|0784927191231|5.99|2.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
D12470101|FL POS COUNTERTOP DISPLAY MULTI USE|||FINISHLINE|0784927191194|59.99|29.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
D12990101|FL POS SHELF INSERT FOR DISPLAY STAND 8/12/20OZ|||FINISHLINE|0784927191279|29.99|14.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
D13990101|FL POS SHELF INSERT FOR DISPLAY STAND 2/4/8/12OZ|||FINISHLINE|0784927191262|29.99|14.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
D19099101|FL POS WALL MOUNT DISPLAY|||FINISHLINE|0784927191323|199.99|99.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
D20170101|FINISH LINE CARE CENTER DISPLAY - NEW|||FINISHLINE||239.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
D60000101|FL POS 18 PIECE WIRE DISPLAY STAND|||FINISHLINE|0784927191217|49.99|24.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
D98000102|WHITE LIGHTNING FINISH LINEOOR DISPLAY|||WHITELIGHT|0784927193075|159.99|79.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
D99000001|WHITE LIGHTNING COUNTERTOP/WALL DISPLAY|||WHITELIGHT|0784927193068|79.99|39.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
DL0080101|FINISH LINE (DG) DRY LUBE (TEFLON +) 8oz|||FINISHLINE|036121710498|29.99|14.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
DWM180101|FINISH LINE WALL MOUNT DISPLAY|||FINISHLINE||199.99|99.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
E50020102|WHITE LIGHTNING (DG) EPIC RIDE 2 OZ|||WHITELIGHT|610990000043|12.99|5.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
E50320102|WHITE LIGHTNING (DG) EPIC RIDE 32 OZ|||WHITELIGHT|610990001019|99.99|49.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
E50500102|WHITE LIGHTNING (DG) EPIC RIDE 19ML|||WHITELIGHT||5.99|3.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
E55803-L||||GIORDANA||239.90|74.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
EC0140101|FINISH LINE (DG) E-BIKE CLEANER 14oz|||FINISHLINE|036121710610|22.49|10.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
ED0120101|FINISH LINE (DG) ECOTECH DEGREASER 12oz AEROSOL (E00120101 - MULTI)|||FINISHLINE|036121710368|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
ED0200101|FINISH LINE ECOTECH DEGREASER 20oz POUR|||FINISHLINE|036121710375|34.99|16.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
EL0040101|FINISH LINE E-BIKE LUBE 4oz|||FINISHLINE|036121710597|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
ES0060101|FINISH LINE (DG) E-SHIFT CLEANER 9oz AEROSOL|||FINISHLINE|036121710153|24.99|12.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
ES0170101|FINISH LINE (DG) E-SHIFT CLEANER 16oz AEROSOL|||FINISHLINE|036121710160|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
F00010301|FINISH LINE FIBER GRIP 450gr/ 1lb TUB|||FINISHLINE|036121610026|79.99|39.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
F01750101|FINISH LINE FIBER GRIP 50gr/1.75oz TUBE|||FINISHLINE|036121610019|22.49|10.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
FRCPROCUSTOM|GIORDANA FRC PRO CUSTOM KIT|||GIORDANA||0.00|0.00|||None|NO|  /  /  |VELO_VITA|SYDNEY
G00000101|FINISH LINE LONG REACH ERGO TIP GREASE GUN|||FINISHLINE|036121170025|59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
G00010301|FINISH LINE PREMIUM SYNTHETIC GREASE 1lb TUB|||FINISHLINE|036121600027|59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
G00160301|WHITE LIGHTNING CRYSTAL GREASE 1LB TUB|||WHITELIGHT|610990300105|59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
G00350101|FINISH LINE PREMIUM SYNTHETIC GREASE 3.5oz TUBE|||FINISHLINE|036121600003|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
G00350102|WHITE LIGHTNING CRYSTAL GREASE 100 GRAM TUBE|||WHITELIGHT|610990300129|22.49|10.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
G00640101|FINISH LINE PREMIUM SYNTHETIC GREASE 4lb TUB|||FINISHLINE|036121600041|179.99|89.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
G50000101|FINISH LINE GRUNGE BRUSH|||FINISHLINE|036121680906|34.99|16.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
G70000101|FINISH LINE KIT - BRUSH WITH 4oz DEGREASER & 2oz LUBE|||FINISHLINE|036121681200|59.99|29.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GAUS1401200 ZI--- SAP0119|SAPIM POLYAX ALLOY INVERTED NIPPLE 14G 12MM (100)|||SAPIM||85.00|42.50|||None|NO|  /  /  |VELO_VITA|SYDNEY
GF0200101|FINISH LINE GEAR FLOSS (20 PIECES)|||FINISHLINE|036121950047|22.49|10.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
GI-S6-WBIB-SILV-BLCK-L|GIORDANA WOMENS SILVERLINE BIB BLACK|||GIORDANA|842987089971|199.99|114.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GI-S6-WBIB-SILV-BLCK-M|GIORDANA WOMENS SILVERLINE BIB BLACK|||GIORDANA|842987089964|199.99|114.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GI-S6-WBIB-SILV-BLCK-S|GIORDANA WOMENS SILVERLINE BIB BLACK|||GIORDANA|842987089957|199.99|114.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
GI-S6-WBIB-SILV-BLCK-XL|GIORDANA WOMENS SILVERLINE BIB BLACK|||GIORDANA|842987089988|199.99|114.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-240-BL-SP-UNCUT|SAPIM CX RAY UNCUT SPOKE STRAIGHT PULL BLACK 212-240MM (EACH)|||SAPIM|5400540129509|10.99|5.49|||None|YES|11/11/19|VELO_VITA|SYDNEY
GIC14-240-UNCUT-BL|SAPIM CX RAY UNCUT SPOKE BLACK 212-240MM (EACH)|||SAPIM|5400540119975|10.99|5.49|||None|YES|11/11/19|VELO_VITA|SYDNEY
GIC14-260BL|SAPIM SP CX RAY 260MM BLACK (EACH)|||SAPIM|5400540012467|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-260BL-SP|SAPIM SP CX RAY SPULL 260MM BLK (EACH)|||SAPIM|5400540012443|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-262BL|SAPIM SP CX RAY 262MM BLACK (EACH)|||SAPIM|5400540012566|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-262BL-SP|SAPIM SP CX RAY SPULL 262MM BLK (EACH)|||SAPIM|5400540012542|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-264BL|SAPIM SP CX RAY 264MM BLACK (EACH)|||SAPIM|5400540012672|10.99|5.49|||None|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-264BL-SP|SAPIM SP CX RAY SPULL 264MM BLK (EACH)|||SAPIM|5400540012658|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-266BL|SAPIM SP CX RAY 266MM BLACK (EACH)|||SAPIM|5400540012788|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-266BL-SP|SAPIM SP CX RAY SPULL 266MM BLK (EACH)|||SAPIM|5400540012764|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-268BL|SAPIM SP CX RAY 268MM BLACK (EACH)|||SAPIM|5400540012894|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-268BL-SP|SAPIM SP CX RAY SPULL 268MM BLK (EACH)|||SAPIM|5400540012870|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-270-BL-SP-UNCUT|SAPIM CX RAY UNCUT SPOKE STRAIGHT PULL BLACK 242-270MM (EACH)|||SAPIM|5400540013075|10.99|5.49|||None|YES|11/11/19|VELO_VITA|SYDNEY
GIC14-270-UNCUT-BL|SAPIM CX RAY UNCUT SPOKE BLACK 242-270MM (EACH)|||SAPIM|5400540013105|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-270BL|SAPIM SP CX RAY 270MM BLACK (EACH)|||SAPIM|5400540013082|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-270BL-SP|SAPIM SP CX RAY SPULL 270MM BLK (EACH)|||SAPIM|5400540013051|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-272BL|SAPIM SP CX RAY 272MM BLACK (EACH)|||SAPIM|5400540013259|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-272BL-SP|SAPIM SP CX RAY SPULL 272MM BLK (EACH)|||SAPIM|5400540013235|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-274BL|SAPIM SP CX RAY 274MM BLACK (EACH)|||SAPIM|5400540013419|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-274BL-SP|SAPIM SP CX RAY SPULL 274MM BLK (EACH)|||SAPIM|5400540013396|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-276BL|SAPIM SP CX RAY 276MM BLACK (EACH)|||SAPIM|5400540013570|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-276BL-SP|SAPIM SP CX RAY SPULL 276MM BLK (EACH)|||SAPIM|5400540013556|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-278BL|SAPIM SP CX RAY 278MM BLACK (EACH)|||SAPIM|5400540013716|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-278BL-SP|SAPIM SP CX RAY SPULL 278MM BLK (EACH)|||SAPIM|5400540013693|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-280BL|SAPIM SP CX RAY 280MM BLACK (EACH)|||SAPIM|5400540013860|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-280BL-SP|SAPIM SP CX RAY SPULL 280MM BLK (EACH)|||SAPIM|5400540013846|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-282BL|SAPIM SP CX RAY 282MM BLACK (EACH)|||SAPIM|5400540013990|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-282BL-SP|SAPIM SP CX RAY SPULL 282MM BLK (EACH)|||SAPIM||10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-284BL|SAPIM SP CX RAY 284MM BLACK (EACH)|||SAPIM|5400540014119|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-284BL-SP|SAPIM SP CX RAY SPULL 284MM BLK (EACH)|||SAPIM|5400540014096|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-286BL|SAPIM SP CX RAY 286MM BLACK (EACH)|||SAPIM|5400540014225|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-286BL-SP|SAPIM SP CX RAY SPULL 286MM BLK (EACH)|||SAPIM|5400540014201|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-288BL|SAPIM SP CX RAY 288MM BLACK (EACH)|||SAPIM|5400540014331|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-288BL-SP|SAPIM SP CX RAY SPULL 288MM BLK (EACH)|||SAPIM|5400540014317|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-290BL|SAPIM SP CX RAY 290MM BLACK (EACH)|||SAPIM|5400540014447|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-290BL-SP|SAPIM SP CX RAY SPULL 290MM BLK (EACH)|||SAPIM|5400540014423|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-292BL-SP|SAPIM SP CX RAY SPULL 292MM BLK (EACH)|||SAPIM|5400540014546|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-294BL-SP|SAPIM SP CX RAY SPULL 294MM BLK (EACH)|||SAPIM|5400540014706|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-296BL-SP|SAPIM SP CX RAY SPULL 296MM BLK (EACH)|||SAPIM|5400540014812|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-310-BL-SP-UNCUT|SAPIM CX RAY UNCUT SPOKE STRAIGHT PULL BLACK 272-310MM (EACH)|||SAPIM|5400540072393|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-310-UNCUT-BL|SAPIM CX RAY UNCUT SPOKE BLACK 272-310MM (EACH)|||SAPIM|5400540015499|10.99|5.49|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GIC14-WEB|SAPIM CX RAY SPOKE BLACK|||SAPIM||10.99|5.49|||None|NO|  /  /  |VELO_VITA|SYDNEY
GIC14BL-WEB|SAPIM CX RAY STRAIGHT PULL SPOKE BLACK|||SAPIM||10.99|5.49|||None|NO|  /  /  |VELO_VITA|SYDNEY
GICS17-SSJY-FRCP-POLA06|GIORDANA FRC PRO POLARIS JERSEY BLUE|||GIORDANA|842009106587|259.99|144.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-FRCP-BLCK-L|GIORDANA FR-C PRO BIB BLACK|||GIORDANA|842009119037|234.99|139.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-FRCP-BLCK-M|GIORDANA FR-C PRO BIB BLACK|||GIORDANA|842009119020|234.99|139.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-FRCP-BLCK-S|GIORDANA FR-C PRO BIB BLACK|||GIORDANA|842009119013|234.99|139.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-FRCP-BLCK-XL|GIORDANA FR-C PRO BIB BLACK|||GIORDANA|842009119044|234.99|139.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-FRCP-BLCK-XXL|GIORDANA FR-C PRO BIB BLACK|||GIORDANA|842009119051|234.99|139.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-SILV-BLCK-L|GIORDANA SILVERLINE BIB BLACK/CAMO|||GIORDANA|842009120507|199.99|119.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-SILV-BLCK-M|GIORDANA SILVERLINE BIB BLACK/CAMO|||GIORDANA|842009120491|199.99|119.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-SILV-BLCK-S|GIORDANA SILVERLINE BIB BLACK/CAMO|||GIORDANA|842009120484|199.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-SILV-BLCK-XL|GIORDANA SILVERLINE BIB BLACK/CAMO|||GIORDANA|842009120514|199.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
GICS18-BIBS-SILV-BLCK-XXL|GIORDANA SILVERLINE BIB BLACK/CAMO|||GIORDANA|842009120521|199.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
